job,marital,education,default,housing,loan,contact,month,day_of_week,y
admin.,single,university.degree,no,no,no,cellular,nov,mon,no
entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,no
unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,no
self-employed,single,university.degree,no,no,yes,telephone,nov,mon,no
unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,no
entrepreneur,married,university.degree,no,no,no,telephone,nov,mon,no
entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,no
technician,single,professional.course,no,yes,no,cellular,nov,mon,no
technician,single,professional.course,no,unknown,unknown,cellular,nov,mon,no
services,married,university.degree,no,yes,no,cellular,nov,mon,no
unknown,single,basic.9y,no,yes,no,telephone,nov,mon,no
services,divorced,high.school,no,yes,yes,cellular,nov,mon,no
admin.,divorced,high.school,no,yes,no,cellular,nov,mon,no
admin.,married,basic.9y,no,yes,no,cellular,nov,mon,no
self-employed,married,university.degree,no,no,no,telephone,nov,mon,no
entrepreneur,married,basic.4y,no,yes,no,cellular,nov,mon,no
management,married,unknown,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,yes,cellular,nov,mon,no
admin.,married,basic.9y,no,no,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
retired,married,professional.course,no,yes,yes,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
admin.,divorced,high.school,no,yes,no,cellular,nov,mon,no
housemaid,married,basic.9y,no,yes,no,cellular,nov,mon,no
technician,married,high.school,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
retired,married,basic.4y,no,unknown,unknown,telephone,nov,mon,no
admin.,single,university.degree,no,no,no,cellular,nov,mon,no
technician,married,high.school,no,yes,no,telephone,nov,mon,no
entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,no
housemaid,married,university.degree,no,no,no,cellular,nov,mon,no
housemaid,married,university.degree,no,yes,no,telephone,nov,mon,no
unemployed,married,professional.course,no,yes,no,cellular,nov,mon,no
entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,no
services,single,high.school,unknown,no,no,cellular,nov,mon,no
blue-collar,married,basic.6y,unknown,yes,no,telephone,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,unknown,no,no,cellular,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
retired,married,professional.course,no,yes,no,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,no
housemaid,married,basic.9y,no,yes,yes,cellular,nov,mon,no
retired,married,basic.4y,unknown,no,no,telephone,nov,mon,no
admin.,married,university.degree,no,no,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,unknown,no,no,telephone,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,unknown,yes,no,cellular,nov,mon,no
services,single,high.school,no,no,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,telephone,nov,mon,no
admin.,single,university.degree,no,yes,no,telephone,nov,mon,no
unemployed,married,university.degree,no,no,no,cellular,nov,mon,no
management,married,basic.4y,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,mon,no
admin.,married,basic.9y,no,yes,no,cellular,nov,mon,no
admin.,married,basic.9y,unknown,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,no,telephone,nov,mon,no
entrepreneur,married,university.degree,no,yes,no,telephone,nov,mon,no
blue-collar,married,professional.course,no,no,yes,cellular,nov,mon,no
entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,no
technician,married,high.school,no,no,no,cellular,nov,mon,no
technician,single,professional.course,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,no
admin.,single,university.degree,no,yes,no,cellular,nov,mon,yes
blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,no
entrepreneur,married,high.school,no,yes,no,telephone,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
admin.,divorced,high.school,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
services,married,high.school,no,yes,no,telephone,nov,mon,no
self-employed,single,university.degree,no,yes,no,cellular,nov,mon,no
services,married,high.school,no,no,no,cellular,nov,mon,no
unemployed,married,basic.9y,no,yes,no,telephone,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
services,divorced,high.school,no,yes,no,cellular,nov,mon,no
management,married,basic.4y,no,no,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
self-employed,divorced,university.degree,no,yes,no,cellular,nov,mon,no
technician,married,basic.9y,no,yes,no,telephone,nov,mon,no
technician,married,professional.course,unknown,yes,no,telephone,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,no
management,single,university.degree,no,no,yes,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
technician,married,university.degree,no,yes,no,telephone,nov,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,no,yes,cellular,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,no
management,married,basic.9y,no,no,no,telephone,nov,mon,no
admin.,married,university.degree,unknown,no,no,cellular,nov,mon,yes
management,divorced,university.degree,no,yes,no,cellular,nov,mon,no
management,married,basic.9y,no,no,no,cellular,nov,mon,no
services,divorced,high.school,no,yes,no,cellular,nov,mon,no
management,married,basic.6y,no,no,no,cellular,nov,mon,no
unemployed,married,university.degree,no,yes,no,telephone,nov,mon,no
technician,single,professional.course,no,yes,no,cellular,nov,mon,no
entrepreneur,married,high.school,no,no,yes,cellular,nov,mon,no
entrepreneur,married,high.school,no,yes,no,telephone,nov,mon,no
technician,married,professional.course,unknown,yes,no,telephone,nov,mon,no
management,divorced,university.degree,no,no,no,cellular,nov,mon,no
management,divorced,university.degree,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
self-employed,married,basic.9y,no,yes,no,cellular,nov,mon,no
self-employed,married,basic.9y,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,yes,cellular,nov,mon,no
admin.,married,unknown,no,no,no,cellular,nov,mon,no
entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
retired,married,high.school,no,no,no,cellular,nov,mon,no
retired,married,high.school,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,no,yes,cellular,nov,mon,no
services,single,high.school,no,no,no,cellular,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
entrepreneur,married,basic.4y,no,yes,no,telephone,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,no
entrepreneur,single,basic.9y,no,yes,no,cellular,nov,mon,no
management,married,professional.course,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,no
services,divorced,high.school,no,yes,yes,cellular,nov,mon,no
entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,no
entrepreneur,married,basic.9y,no,unknown,unknown,telephone,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
services,divorced,high.school,no,yes,no,cellular,nov,mon,no
services,divorced,high.school,no,yes,yes,cellular,nov,mon,no
management,married,unknown,no,no,no,telephone,nov,mon,no
services,married,basic.6y,unknown,yes,no,cellular,nov,mon,no
admin.,divorced,high.school,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,unknown,no,yes,cellular,nov,mon,no
admin.,married,basic.9y,no,no,no,cellular,nov,mon,no
technician,married,high.school,no,no,no,cellular,nov,mon,no
admin.,married,unknown,no,yes,yes,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,no
management,divorced,university.degree,no,yes,no,cellular,nov,mon,no
blue-collar,divorced,high.school,no,no,yes,cellular,nov,mon,no
entrepreneur,married,high.school,no,no,no,cellular,nov,mon,no
entrepreneur,married,basic.4y,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,yes
management,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,unknown,yes,yes,cellular,nov,mon,no
blue-collar,single,basic.4y,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,yes,cellular,nov,mon,no
self-employed,single,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,unknown,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,no
technician,single,university.degree,no,no,no,cellular,nov,mon,no
blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,no
management,married,basic.9y,no,yes,no,cellular,nov,mon,no
unemployed,married,high.school,no,no,no,cellular,nov,mon,no
admin.,married,unknown,no,no,no,cellular,nov,mon,no
blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,no
entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,no
admin.,single,university.degree,no,no,no,cellular,nov,mon,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,yes
services,single,high.school,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,mon,yes
blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,no
blue-collar,divorced,basic.9y,unknown,yes,no,cellular,nov,mon,no
unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,no
technician,married,university.degree,no,unknown,unknown,cellular,nov,mon,no
management,divorced,university.degree,no,unknown,unknown,telephone,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
blue-collar,married,professional.course,no,no,no,cellular,nov,mon,no
self-employed,single,university.degree,no,no,no,cellular,nov,mon,no
admin.,divorced,professional.course,no,no,no,cellular,nov,mon,no
admin.,single,high.school,no,no,no,cellular,nov,mon,no
admin.,divorced,high.school,unknown,yes,no,cellular,nov,mon,no
admin.,married,basic.9y,no,yes,yes,cellular,nov,mon,no
entrepreneur,married,high.school,no,no,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,no,no,cellular,nov,mon,no
admin.,divorced,high.school,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,yes,yes,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,no,no,cellular,nov,mon,no
blue-collar,married,high.school,no,yes,no,cellular,nov,mon,no
management,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,single,basic.9y,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,no,no,cellular,nov,mon,no
blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,no
admin.,married,high.school,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,yes,telephone,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,no
services,married,high.school,no,no,yes,cellular,nov,mon,no
services,married,high.school,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
retired,married,high.school,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,no,yes,no,cellular,nov,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,no,no,cellular,nov,mon,no
technician,married,university.degree,no,yes,no,cellular,nov,mon,no
entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,no
management,divorced,university.degree,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,unknown,no,yes,telephone,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,unknown,yes,no,cellular,nov,mon,no
technician,single,professional.course,no,yes,no,cellular,nov,mon,no
admin.,single,high.school,unknown,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,no,no,cellular,nov,mon,no
admin.,married,high.school,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,unknown,no,no,cellular,nov,mon,no
retired,divorced,professional.course,no,no,no,cellular,nov,mon,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,no
technician,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,university.degree,no,no,no,cellular,nov,mon,no
blue-collar,married,basic.6y,no,no,no,cellular,nov,mon,no
admin.,married,university.degree,no,yes,no,cellular,nov,mon,no
admin.,married,high.school,unknown,no,no,cellular,nov,mon,no
technician,married,professional.course,no,yes,no,cellular,nov,mon,no
